eventIndex,eventId,title,chronology,summary,locations,people,likelyImageSubjects,recommendedTrustedDomains,suggestedSearchQueries,discoveryStatus,historicalVerificationSources,imageCandidate1,imageCandidate2,unresolvedReason,mojibakeSuspected
21,ngo-quyen-xung-vuong-co-loa,Ngô Quyền xưng vương và đóng đô ở Cổ Loa,Sau năm 938,"Sau chiến thắng Bạch Đằng (năm 938), Ngô Quyền xưng vương, đóng đô ở Cổ Loa (Hà Nội), nền độc lập dân tộc được khôi phục hoàn toàn.",[],[],"[""Ngô Quyền xưng vương và đóng đô ở Cổ Loa"", ""Ngô Quyền xưng vương và đóng đô ở Cổ Loa Sau năm 938"", ""Ngô Quyền xưng vương và đóng đô ở Cổ Loa Việt Nam từ thế kỉ X đến thế kỉ XV"", ""Ngô Quyền xưng vương và đóng đô ở Cổ Loa Đóng đô ở Cổ Loa (Hà Nội) Ngô Quyền xưng vương"", ""Ngô Quyền xưng vương và đóng đô ở Cổ Loa hiện vật"", ""Ngô Quyền xưng vương và đóng đô ở Cổ Loa di tích""]","[""baotanglichsu.vn"", ""disanvanhoa.gov.vn"", ""bvhttdl.gov.vn"", ""qdnd.vn"", ""nhandan.vn"", ""unesco.org"", ""whc.unesco.org""]","[""Ngô Quyền xưng vương và đóng đô ở Cổ Loa"", ""Ngô Quyền xưng vương và đóng đô ở Cổ Loa Sau năm 938"", ""Ngô Quyền xưng vương và đóng đô ở Cổ Loa Việt Nam từ thế kỉ X đến thế kỉ XV"", ""Ngô Quyền xưng vương và đóng đô ở Cổ Loa Đóng đô ở Cổ Loa (Hà Nội) Ngô Quyền xưng vương"", ""Ngô Quyền xưng vương và đóng đô ở Cổ Loa hiện vật"", ""Ngô Quyền xưng vương và đóng đô ở Cổ Loa di tích""]",not_attempted,[],,,Needs manual trusted-source/image search.,False
22,khang-chien-chong-quan-tong-981,Kháng chiến chống quân Tống (lần 1),Năm 981,"Cuộc kháng chiến chống quân Tống lần thứ nhất diễn ra vào năm 981, dưới sự chỉ huy của Lê Hoàn, với trận quyết chiến tại Bạch Đằng (Quảng Ninh).",[],[],"[""Kháng chiến chống quân Tống (lần 1)"", ""Kháng chiến chống quân Tống (lần 1) Năm 981"", ""Kháng chiến chống quân Tống (lần 1) Việt Nam từ thế kỉ X đến thế kỉ XV"", ""Kháng chiến chống quân Tống (lần 1) Trận quyết chiến: Bạch Đằng (Quảng Ninh) Người chỉ huy: Lê Hoàn"", ""Kháng chiến chống quân Tống (lần 1) hiện vật"", ""Kháng chiến chống quân Tống (lần 1) di tích""]","[""baotanglichsu.vn"", ""disanvanhoa.gov.vn"", ""bvhttdl.gov.vn"", ""qdnd.vn"", ""nhandan.vn"", ""unesco.org"", ""whc.unesco.org""]","[""Kháng chiến chống quân Tống (lần 1)"", ""Kháng chiến chống quân Tống (lần 1) Năm 981"", ""Kháng chiến chống quân Tống (lần 1) Việt Nam từ thế kỉ X đến thế kỉ XV"", ""Kháng chiến chống quân Tống (lần 1) Trận quyết chiến: Bạch Đằng (Quảng Ninh) Người chỉ huy: Lê Hoàn"", ""Kháng chiến chống quân Tống (lần 1) hiện vật"", ""Kháng chiến chống quân Tống (lần 1) di tích""]",not_attempted,[],,,Needs manual trusted-source/image search.,False
23,khang-chien-chong-quan-tong-1075-1077,Kháng chiến chống quân Tống (lần 2),1075-1077,"Cuộc kháng chiến chống quân Tống lần thứ hai diễn ra từ 1075 đến 1077, dưới sự chỉ huy của Lý Thường Kiệt, với trận quyết chiến tại Phòng tuyến Như Nguyệt (Bắc Ninh).","[""Phòng tuyến Như Nguyệt""]",[],"[""Kháng chiến chống quân Tống (lần 2)"", ""Kháng chiến chống quân Tống (lần 2) 1075-1077"", ""Kháng chiến chống quân Tống (lần 2) Phòng tuyến Như Nguyệt"", ""Kháng chiến chống quân Tống (lần 2) Diễn ra 1075-1077 Thực hiện kế sách \""tiên phát chế nhân\"""", ""Kháng chiến chống quân Tống (lần 2) hiện vật"", ""Kháng chiến chống quân Tống (lần 2) di tích""]","[""baotanglichsu.vn"", ""disanvanhoa.gov.vn"", ""bvhttdl.gov.vn"", ""qdnd.vn"", ""nhandan.vn"", ""unesco.org"", ""whc.unesco.org""]","[""Kháng chiến chống quân Tống (lần 2)"", ""Kháng chiến chống quân Tống (lần 2) 1075-1077"", ""Kháng chiến chống quân Tống (lần 2) Phòng tuyến Như Nguyệt"", ""Kháng chiến chống quân Tống (lần 2) Diễn ra 1075-1077 Thực hiện kế sách \""tiên phát chế nhân\"""", ""Kháng chiến chống quân Tống (lần 2) hiện vật"", ""Kháng chiến chống quân Tống (lần 2) di tích""]",not_attempted,[],,,Needs manual trusted-source/image search.,False
24,ly-thuong-kiet-tap-kich-kham-chau-liem-chau-ung-chau,"Lý Thường Kiệt chủ động tập kích Khâm Châu, Liêm Châu, Ung Châu",Năm 1075,"Trong cuộc kháng chiến chống Tống giai đoạn thứ nhất (1075), triều Lý đã thực hiện kế sách ""tiên phát chế nhân"" bằng cách chủ động tập kích Khâm Châu, Liêm Châu, Ung Châu (Trung Quốc) nhằm ngăn chặn âm mưu xâm lược của quân Tống.","[""Liêm Châu"", ""Ung Châu"", ""Khâm Châu"", ""Trung Quốc""]",[],"[""Lý Thường Kiệt chủ động tập kích Khâm Châu, Liêm Châu, Ung Châu"", ""Lý Thường Kiệt chủ động tập kích Khâm Châu, Liêm Châu, Ung Châu Năm 1075"", ""Lý Thường Kiệt chủ động tập kích Khâm Châu, Liêm Châu, Ung Châu Liêm Châu"", ""Lý Thường Kiệt chủ động tập kích Khâm Châu, Liêm Châu, Ung Châu Người chỉ huy: Lý Thường Kiệt Kế sách: \""tiên phát chế nhân\"""", ""Lý Thường Kiệt chủ động tập kích Khâm Châu, Liêm Châu, Ung Châu hiện vật"", ""Lý Thường Kiệt chủ động tập kích Khâm Châu, Liêm Châu, Ung Châu di tích""]","[""baotanglichsu.vn"", ""disanvanhoa.gov.vn"", ""bvhttdl.gov.vn"", ""qdnd.vn"", ""nhandan.vn"", ""unesco.org"", ""whc.unesco.org""]","[""Lý Thường Kiệt chủ động tập kích Khâm Châu, Liêm Châu, Ung Châu"", ""Lý Thường Kiệt chủ động tập kích Khâm Châu, Liêm Châu, Ung Châu Năm 1075"", ""Lý Thường Kiệt chủ động tập kích Khâm Châu, Liêm Châu, Ung Châu Liêm Châu"", ""Lý Thường Kiệt chủ động tập kích Khâm Châu, Liêm Châu, Ung Châu Người chỉ huy: Lý Thường Kiệt Kế sách: \""tiên phát chế nhân\"""", ""Lý Thường Kiệt chủ động tập kích Khâm Châu, Liêm Châu, Ung Châu hiện vật"", ""Lý Thường Kiệt chủ động tập kích Khâm Châu, Liêm Châu, Ung Châu di tích""]",not_attempted,[],,,Needs manual trusted-source/image search.,False
25,ly-nhan-tong-lap-quoc-tu-giam,Vua Lý Nhân Tông cho lập Quốc Tử Giám,Năm 1076,"Năm 1076, vua Lý Nhân Tông cho lập Quốc Tử Giám (Hà Nội) làm trường học Nho giáo cao cấp của triều đình.",[],[],"[""Vua Lý Nhân Tông cho lập Quốc Tử Giám"", ""Vua Lý Nhân Tông cho lập Quốc Tử Giám Năm 1076"", ""Vua Lý Nhân Tông cho lập Quốc Tử Giám Việt Nam từ thế kỉ X đến thế kỉ XV"", ""Vua Lý Nhân Tông cho lập Quốc Tử Giám Vua Lý Nhân Tông cho lập Quốc Tử Giám Diễn ra năm 1076"", ""Vua Lý Nhân Tông cho lập Quốc Tử Giám hiện vật"", ""Vua Lý Nhân Tông cho lập Quốc Tử Giám di tích""]","[""baotanglichsu.vn"", ""disanvanhoa.gov.vn"", ""bvhttdl.gov.vn"", ""qdnd.vn"", ""nhandan.vn"", ""unesco.org"", ""whc.unesco.org""]","[""Vua Lý Nhân Tông cho lập Quốc Tử Giám"", ""Vua Lý Nhân Tông cho lập Quốc Tử Giám Năm 1076"", ""Vua Lý Nhân Tông cho lập Quốc Tử Giám Việt Nam từ thế kỉ X đến thế kỉ XV"", ""Vua Lý Nhân Tông cho lập Quốc Tử Giám Vua Lý Nhân Tông cho lập Quốc Tử Giám Diễn ra năm 1076"", ""Vua Lý Nhân Tông cho lập Quốc Tử Giám hiện vật"", ""Vua Lý Nhân Tông cho lập Quốc Tử Giám di tích""]",not_attempted,[],,,Needs manual trusted-source/image search.,False
26,ga-cong-chua-thieu-dung-duong-tu-minh-1144,Gả Công chúa Thiều Dung cho Dương Tự Minh,Năm 1144,"Giáp Tý [1144], gả Công chúa Thiều Dung cho Dương Tự Minh (một thủ lĩnh người dân tộc Tày ở Thái Nguyên], phong Tự Minh làm Phò mã lang.... Tháng 5, cho Mậu Du Đô làm Thái sư, xa lĩnh việc các khê động dọc biên giới về đường bộ.","[""biên giới""]",[],"[""Gả Công chúa Thiều Dung cho Dương Tự Minh"", ""Gả Công chúa Thiều Dung cho Dương Tự Minh Năm 1144"", ""Gả Công chúa Thiều Dung cho Dương Tự Minh biên giới"", ""Gả Công chúa Thiều Dung cho Dương Tự Minh Diễn ra vào năm 1144 (Giáp Tý) Công chúa Thiều Dung được gả cho Dương Tự Minh"", ""Gả Công chúa Thiều Dung cho Dương Tự Minh hiện vật"", ""Gả Công chúa Thiều Dung cho Dương Tự Minh di tích""]","[""baotanglichsu.vn"", ""disanvanhoa.gov.vn"", ""bvhttdl.gov.vn"", ""qdnd.vn"", ""nhandan.vn"", ""unesco.org"", ""whc.unesco.org""]","[""Gả Công chúa Thiều Dung cho Dương Tự Minh"", ""Gả Công chúa Thiều Dung cho Dương Tự Minh Năm 1144"", ""Gả Công chúa Thiều Dung cho Dương Tự Minh biên giới"", ""Gả Công chúa Thiều Dung cho Dương Tự Minh Diễn ra vào năm 1144 (Giáp Tý) Công chúa Thiều Dung được gả cho Dương Tự Minh"", ""Gả Công chúa Thiều Dung cho Dương Tự Minh hiện vật"", ""Gả Công chúa Thiều Dung cho Dương Tự Minh di tích""]",not_attempted,[],,,Needs manual trusted-source/image search.,False
27,cai-cach-tran-thu-do,Cải cách của Trần Thủ Độ,Thế kỉ XIII,Cải cách của Trần Thủ Độ diễn ra vào thế kỉ XIII.,[],[],"[""Cải cách của Trần Thủ Độ"", ""Cải cách của Trần Thủ Độ Thế kỉ XIII"", ""Cải cách của Trần Thủ Độ Việt Nam từ thế kỉ X đến thế kỉ XV"", ""Cải cách của Trần Thủ Độ Do Trần Thủ Độ tiến hành Diễn ra vào thế kỉ XIII"", ""Cải cách của Trần Thủ Độ hiện vật"", ""Cải cách của Trần Thủ Độ di tích""]","[""baotanglichsu.vn"", ""disanvanhoa.gov.vn"", ""bvhttdl.gov.vn"", ""qdnd.vn"", ""nhandan.vn"", ""unesco.org"", ""whc.unesco.org""]","[""Cải cách của Trần Thủ Độ"", ""Cải cách của Trần Thủ Độ Thế kỉ XIII"", ""Cải cách của Trần Thủ Độ Việt Nam từ thế kỉ X đến thế kỉ XV"", ""Cải cách của Trần Thủ Độ Do Trần Thủ Độ tiến hành Diễn ra vào thế kỉ XIII"", ""Cải cách của Trần Thủ Độ hiện vật"", ""Cải cách của Trần Thủ Độ di tích""]",not_attempted,[],,,Needs manual trusted-source/image search.,False
28,khang-chien-chong-quan-mong-co-1258,Kháng chiến chống quân Mông Cổ (lần 1),Năm 1258,"Cuộc kháng chiến chống quân Mông Cổ lần thứ nhất diễn ra vào năm 1258, dưới sự chỉ huy của Trần Thái Tông và Trần Thủ Độ, với các trận quyết chiến tại Bình Lệ Nguyên (Vĩnh Phúc) và Đông Bộ Đầu (Hà Nội).",[],[],"[""Kháng chiến chống quân Mông Cổ (lần 1)"", ""Kháng chiến chống quân Mông Cổ (lần 1) Năm 1258"", ""Kháng chiến chống quân Mông Cổ (lần 1) Việt Nam từ thế kỉ X đến thế kỉ XV"", ""Kháng chiến chống quân Mông Cổ (lần 1) Người chỉ huy: Trần Thái Tông, Trần Thủ Độ Diễn ra năm 1258"", ""Kháng chiến chống quân Mông Cổ (lần 1) hiện vật"", ""Kháng chiến chống quân Mông Cổ (lần 1) di tích""]","[""baotanglichsu.vn"", ""disanvanhoa.gov.vn"", ""bvhttdl.gov.vn"", ""qdnd.vn"", ""nhandan.vn"", ""unesco.org"", ""whc.unesco.org""]","[""Kháng chiến chống quân Mông Cổ (lần 1)"", ""Kháng chiến chống quân Mông Cổ (lần 1) Năm 1258"", ""Kháng chiến chống quân Mông Cổ (lần 1) Việt Nam từ thế kỉ X đến thế kỉ XV"", ""Kháng chiến chống quân Mông Cổ (lần 1) Người chỉ huy: Trần Thái Tông, Trần Thủ Độ Diễn ra năm 1258"", ""Kháng chiến chống quân Mông Cổ (lần 1) hiện vật"", ""Kháng chiến chống quân Mông Cổ (lần 1) di tích""]",not_attempted,[],,,Needs manual trusted-source/image search.,False
29,hoi-nghi-binh-than,Hội nghị Bình Than,Năm 1282,"Để chuẩn bị cho cuộc kháng chiến chống Nguyên năm 1285, nhà Trần đã tổ chức Hội nghị Bình Than vào năm 1282, triệu tập vương hầu, quý tộc, tướng lĩnh để bàn kế sách đánh giặc.",[],[],"[""Hội nghị Bình Than"", ""Hội nghị Bình Than Năm 1282"", ""Hội nghị Bình Than Việt Nam từ thế kỉ X đến thế kỉ XV"", ""Hội nghị Bình Than Diễn ra năm 1282 Mục đích: bàn kế sách đánh giặc Nguyên"", ""Hội nghị Bình Than hiện vật"", ""Hội nghị Bình Than di tích""]","[""baotanglichsu.vn"", ""disanvanhoa.gov.vn"", ""bvhttdl.gov.vn"", ""qdnd.vn"", ""nhandan.vn"", ""unesco.org"", ""whc.unesco.org""]","[""Hội nghị Bình Than"", ""Hội nghị Bình Than Năm 1282"", ""Hội nghị Bình Than Việt Nam từ thế kỉ X đến thế kỉ XV"", ""Hội nghị Bình Than Diễn ra năm 1282 Mục đích: bàn kế sách đánh giặc Nguyên"", ""Hội nghị Bình Than hiện vật"", ""Hội nghị Bình Than di tích""]",not_attempted,[],,,Needs manual trusted-source/image search.,False
30,hoi-nghi-dien-hong,Hội nghị Diên Hồng,Năm 1285,"Năm 1285, tại điện Diên Hồng ở kinh thành Thăng Long, khi Thượng hoàng Trần Thánh Tông hỏi về kế sách đánh giặc, các vị bô lão đều đồng thanh hô lớn: ""Đánh!"".",[],[],"[""Hội nghị Diên Hồng"", ""Hội nghị Diên Hồng Năm 1285"", ""Hội nghị Diên Hồng Việt Nam từ thế kỉ X đến thế kỉ XV"", ""Hội nghị Diên Hồng Diễn ra năm 1285 Địa điểm: điện Diên Hồng, Thăng Long"", ""Hội nghị Diên Hồng hiện vật"", ""Hội nghị Diên Hồng di tích""]","[""baotanglichsu.vn"", ""disanvanhoa.gov.vn"", ""bvhttdl.gov.vn"", ""qdnd.vn"", ""nhandan.vn"", ""unesco.org"", ""whc.unesco.org""]","[""Hội nghị Diên Hồng"", ""Hội nghị Diên Hồng Năm 1285"", ""Hội nghị Diên Hồng Việt Nam từ thế kỉ X đến thế kỉ XV"", ""Hội nghị Diên Hồng Diễn ra năm 1285 Địa điểm: điện Diên Hồng, Thăng Long"", ""Hội nghị Diên Hồng hiện vật"", ""Hội nghị Diên Hồng di tích""]",not_attempted,[],,,Needs manual trusted-source/image search.,False
31,khang-chien-chong-quan-nguyen-1285,Kháng chiến chống quân Nguyên (lần 2),Năm 1285,"Cuộc kháng chiến chống quân Nguyên lần thứ hai diễn ra vào năm 1285, dưới sự chỉ huy của Trần Thánh Tông và Trần Quốc Tuấn, với các trận quyết chiến tại Tây Kết, Hàm Tử (Hưng Yên), Chương Dương, Thăng Long (Hà Nội).",[],[],"[""Kháng chiến chống quân Nguyên (lần 2)"", ""Kháng chiến chống quân Nguyên (lần 2) Năm 1285"", ""Kháng chiến chống quân Nguyên (lần 2) Việt Nam từ thế kỉ X đến thế kỉ XV"", ""Kháng chiến chống quân Nguyên (lần 2) Trận quyết chiến: Tây Kết, Hàm Tử (Hưng Yên), Chương Dương, Thăng Long (Hà Nội) Tổ chức Hội nghị Bình Than và Hội nghị Diên Hồng"", ""Kháng chiến chống quân Nguyên (lần 2) hiện vật"", ""Kháng chiến chống quân Nguyên (lần 2) di tích""]","[""baotanglichsu.vn"", ""disanvanhoa.gov.vn"", ""bvhttdl.gov.vn"", ""qdnd.vn"", ""nhandan.vn"", ""unesco.org"", ""whc.unesco.org""]","[""Kháng chiến chống quân Nguyên (lần 2)"", ""Kháng chiến chống quân Nguyên (lần 2) Năm 1285"", ""Kháng chiến chống quân Nguyên (lần 2) Việt Nam từ thế kỉ X đến thế kỉ XV"", ""Kháng chiến chống quân Nguyên (lần 2) Trận quyết chiến: Tây Kết, Hàm Tử (Hưng Yên), Chương Dương, Thăng Long (Hà Nội) Tổ chức Hội nghị Bình Than và Hội nghị Diên Hồng"", ""Kháng chiến chống quân Nguyên (lần 2) hiện vật"", ""Kháng chiến chống quân Nguyên (lần 2) di tích""]",not_attempted,[],,,Needs manual trusted-source/image search.,False
32,khung-hoang-cuoi-trieu-tran,Khủng hoảng cuối triều Trần,Cuối thế kỉ XIV,"Cuối thế kỉ XIV, nhà Trần lâm vào cuộc khủng hoảng, ngày càng suy yếu. Tầng lớp quý tộc có xu hướng ăn chơi hưởng lạc, đất nước lâm vào khủng hoảng, nhiều cuộc khởi nghĩa của nông dân và nô tì nổ ra.",[],[],"[""Khủng hoảng cuối triều Trần"", ""Khủng hoảng cuối triều Trần Cuối thế kỉ XIV"", ""Khủng hoảng cuối triều Trần Việt Nam từ thế kỉ X đến thế kỉ XV"", ""Khủng hoảng cuối triều Trần Quý tộc ăn chơi hưởng lạc Nhiều cuộc khởi nghĩa nông dân, nô tì"", ""Khủng hoảng cuối triều Trần hiện vật"", ""Khủng hoảng cuối triều Trần di tích""]","[""baotanglichsu.vn"", ""disanvanhoa.gov.vn"", ""bvhttdl.gov.vn"", ""qdnd.vn"", ""nhandan.vn"", ""unesco.org"", ""whc.unesco.org""]","[""Khủng hoảng cuối triều Trần"", ""Khủng hoảng cuối triều Trần Cuối thế kỉ XIV"", ""Khủng hoảng cuối triều Trần Việt Nam từ thế kỉ X đến thế kỉ XV"", ""Khủng hoảng cuối triều Trần Quý tộc ăn chơi hưởng lạc Nhiều cuộc khởi nghĩa nông dân, nô tì"", ""Khủng hoảng cuối triều Trần hiện vật"", ""Khủng hoảng cuối triều Trần di tích""]",not_attempted,[],,,Needs manual trusted-source/image search.,False
33,le-loi-xay-thanh-luc-nien,Lê Lợi xây thành Lục Niên,thế kỉ XV,Vùng đất Nam Đàn (Nghệ An) là nơi lưu nhiều dấu tích lịch sử liên quan đến Lê Lợi xây thành Lục Niên (thế kỉ XV).,[],[],"[""Lê Lợi xây thành Lục Niên"", ""Lê Lợi xây thành Lục Niên thế kỉ XV"", ""Lê Lợi xây thành Lục Niên Việt Nam từ thế kỉ X đến thế kỉ XV"", ""Lê Lợi xây thành Lục Niên Diễn ra ở Nam Đàn (Nghệ An)"", ""Lê Lợi xây thành Lục Niên hiện vật"", ""Lê Lợi xây thành Lục Niên di tích""]","[""baotanglichsu.vn"", ""disanvanhoa.gov.vn"", ""bvhttdl.gov.vn"", ""qdnd.vn"", ""nhandan.vn"", ""unesco.org"", ""whc.unesco.org""]","[""Lê Lợi xây thành Lục Niên"", ""Lê Lợi xây thành Lục Niên thế kỉ XV"", ""Lê Lợi xây thành Lục Niên Việt Nam từ thế kỉ X đến thế kỉ XV"", ""Lê Lợi xây thành Lục Niên Diễn ra ở Nam Đàn (Nghệ An)"", ""Lê Lợi xây thành Lục Niên hiện vật"", ""Lê Lợi xây thành Lục Niên di tích""]",not_attempted,[],,,Needs manual trusted-source/image search.,False
34,nha-minh-xam-luoc-dai-ngu,Nhà Minh xâm lược Đại Ngu,Giữa lúc công cuộc cải cách của nhà Hồ đang thực hiện (đầu thế kỉ XV),"Giữa lúc công cuộc cải cách đang thực hiện, các mâu thuẫn xã hội diễn biến phức tạp, nhà Minh đã tận dụng cơ hội tiến hành xâm lược Đại Ngu.",[],[],"[""Nhà Minh xâm lược Đại Ngu"", ""Nhà Minh xâm lược Đại Ngu Giữa lúc công cuộc cải cách của nhà Hồ đang thực hiện (đầu thế kỉ XV)"", ""Nhà Minh xâm lược Đại Ngu Kháng chiến chống quân Minh của nhà Hồ"", ""Nhà Minh xâm lược Đại Ngu Là nhân tố khách quan khiến cải cách và kháng chiến nhà Hồ thất bại Diễn ra khi cải cách nhà Hồ đang thực hiện"", ""Nhà Minh xâm lược Đại Ngu hiện vật"", ""Nhà Minh xâm lược Đại Ngu di tích""]","[""baotanglichsu.vn"", ""disanvanhoa.gov.vn"", ""bvhttdl.gov.vn"", ""qdnd.vn"", ""nhandan.vn"", ""unesco.org"", ""whc.unesco.org""]","[""Nhà Minh xâm lược Đại Ngu"", ""Nhà Minh xâm lược Đại Ngu Giữa lúc công cuộc cải cách của nhà Hồ đang thực hiện (đầu thế kỉ XV)"", ""Nhà Minh xâm lược Đại Ngu Kháng chiến chống quân Minh của nhà Hồ"", ""Nhà Minh xâm lược Đại Ngu Là nhân tố khách quan khiến cải cách và kháng chiến nhà Hồ thất bại Diễn ra khi cải cách nhà Hồ đang thực hiện"", ""Nhà Minh xâm lược Đại Ngu hiện vật"", ""Nhà Minh xâm lược Đại Ngu di tích""]",not_attempted,[],,,Needs manual trusted-source/image search.,False
